LastActivity,AccountOwner,AccountName,State/Province,Type,Rating,LastModifiedDate,Country,HQCountry,AccountId,Region
10/10/19,Simon Skinner,Domestic & General Acquisitions,null,Prospect,null,3/5/20,United Kingdom,null,0010z00001WiMeLAAV,EMEA
4/3/19,Pavel Hruska,European Council Belgium,null,Prospect,null,3/5/20,Belgium,null,0016000001BadjxAAB,EMEA
3/17/20,Kyle Graves,CGI Group Inc.,Quebec,Partner,C - General Interest (cont. to market),6/19/20,Canada,null,0016000000dbByNAAU,NORTHEAST
1/10/20,Joe Hliboki,PVH (Phillips-Van Heusen) Corporation,New York,Prospect,null,6/18/20,United States,null,0016000000dbLZVAA2,NORTHEAST
2/21/20,James Raspanti,IAC/InterActiveCorp,New York,Prospect,null,5/7/20,United States,null,0016000000dbLb7AAE,NORTHEAST
7/22/20,Adam Swaney,"Caesar's Entertainment, Inc.",Nevada,Prospect,null,6/22/20,United States,null,0016000000dcqNCAAY,WEST
7/14/20,Kyle Graves,"HealthNow New York, Inc.",New York,Customer,A - Active project (within 3 to 6  mths),7/20/20,United States,United States of America,0016000000dbRfeAAE,NORTHEAST
7/28/20,Mark Ronson,Dexcom,California,Prospect,null,6/24/20,United States,null,0016000001FeVDNAA3,WEST
6/11/20,Sonny Covington,"American Airlines Group, Inc.",Texas,Prospect,null,6/19/20,United States,null,0016000001FfWq0AAF,CENTRAL
10/11/11,Joe Hliboki,Buddy Media,New York,Prospect,null,6/18/20,United States,null,0016000000ddPfmAAE,NORTHEAST
6/19/19,Kyle Graves,Eaton Vance,Massachusetts,Prospect,null,6/19/20,United States,null,0010z00001WOY6TAAX,NORTHEAST
7/2/20,Joe Hliboki,Duff & Phelps,New York,Prospect,null,6/19/20,United States,null,0010z00001WOY6PAAX,NORTHEAST
5/11/15,Simon Brender,AK Mall,null,Ex-Customer,null,11/23/19,"Korea, Republic of",null,0016000000dZrJ4AAK,APAC
null,David Bain,Caltex Australia,New South Wales,Prospect,null,7/29/20,Australia,null,0010z00001YCJuAAAX,APAC
6/10/20,Simon Skinner,Tesco Bank,England,Prospect,B - Possible project (within 3-9 mths),6/19/20,United Kingdom,null,0016000000d0GQpAAM,EMEA
11/27/19,David Bain,Australian Defence Force,null,Prospect,null,7/29/20,Australia,null,0010z00001WiRa5AAF,APAC
9/27/11,Mark Ronson,Bank of America - California,California,Prospect,A - Active project (within 3 to 6  mths),6/19/20,United States,null,0016000000daw7tAAA,WEST
null,Mark Wagasky,Maples and Calder,null,Prospect,null,6/19/20,Cayman Islands,null,0016000001NJtdPAAT,NORTHEAST
11/26/19,Joe Hliboki,Sandvik Coromant - Global,New Jersey,Prospect,null,2/27/20,United States,null,0016000000Sv77hAAB,NORTHEAST
10/3/19,Tyler Bush,De Lage Landen Financial Services Inc,Pennsylvania,Prospect,null,3/13/20,United States,null,0016000000Sv6uBAAR,MIDWEST
3/7/19,Kyle Graves,Sirius XM Radio Inc.,New York,Prospect,null,6/19/20,United States,null,0016000000Sv77yAAB,NORTHEAST
3/14/16,Joe Hliboki,Sony Corporation of America,New York,Prospect,null,6/19/20,United States,null,0016000000Sv787AAB,NORTHEAST
7/10/18,Kyle Graves,iRobot Corporation,Massachusetts,Prospect,null,8/13/19,United States,null,0016000000Sv6zLAAR,NORTHEAST
7/29/20,James Raspanti,United Technologies Corporation,Connecticut,Prospect,null,6/19/20,United States,null,0016000000Sv4pfAAB,NORTHEAST
6/14/19,James Raspanti,Phoenix Life Insurance,Connecticut,Prospect,null,6/16/20,United States,null,0016000000Sv3jDAAR,NORTHEAST
1/30/20,James Raspanti,"BGC Partners, Inc.",New York,Prospect,null,6/19/20,United States,null,0016000000Sv6rPAAR,NORTHEAST
7/29/20,Kyle Graves,Blue Cross Blue Shield of Massachusetts,Massachusetts,Prospect,null,6/19/20,United States,null,0016000000Sv6rSAAR,NORTHEAST
12/16/16,Mike Washington,British Telecom,England,Prospect,null,6/19/20,United Kingdom,null,0016000000Sv6rbAAB,EMEA
null,Kyle Graves,Eagle Investment Systems,Massachusetts,Prospect,null,6/19/20,United States,null,0016000000Sv6vrAAB,NORTHEAST
10/7/19,Kyle Graves,"EPAM Systems, Inc.",Massachusetts,Prospect,null,10/16/19,United States,null,0016000000Sv6w7AAB,NORTHEAST
3/9/20,Joe Hliboki,Everest Reinsurance Group,New Jersey,Prospect,NQ - Not Qualified,6/19/20,United States,null,0016000000Sv6wBAAR,NORTHEAST
2/15/18,Kyle Graves,Four Seasons Hotels,Ontario,Prospect,null,6/19/20,Canada,null,0016000000Sv6waAAB,NORTHEAST
null,Joe Hliboki,Capital Cities/ABC,New York,Prospect,null,6/18/20,United States,null,0016000000Sv52CAAR,NORTHEAST
7/29/20,Christopher Marra,"AmTrust Financial Services, Inc.",New York,Prospect,B - Possible project (within 3-9 mths),7/2/20,United States,null,0016000000Sv6oxAAB,NORTHEAST
10/3/19,Mike Washington,Pearson plc,England,Ex-Customer,null,6/19/20,United Kingdom,null,0016000000Sv75NAAR,EMEA
7/22/20,Jean-Noel Roncelli,Casino,null,Prospect,null,7/22/20,France,null,0010z00001V46xmAAB,EMEA
12/6/19,Christopher Marra,KPMG L.L.P.,New York,Prospect,null,7/24/20,United States,null,0016000000Sv71MAAR,NORTHEAST
6/5/20,Kyle Graves,LPL Financial,Massachusetts,Prospect,null,6/19/20,United States,null,0016000000Sv71qAAB,NORTHEAST
11/4/19,James Raspanti,AXIS Capital Holdings Limited,Connecticut,Prospect,C - General Interest (cont. to market),7/8/20,United States,null,0016000000Sv6qOAAR,NORTHEAST
6/26/18,Joe Hliboki,B&H Photo Video,New York,Prospect,C - General Interest (cont. to market),6/19/20,United States,null,0016000000Sv6qQAAR,NORTHEAST
5/1/20,Joe Hliboki,Bank Leumi USA,New York,Prospect,null,6/19/20,United States,null,0016000000Sv6qUAAR,NORTHEAST
4/18/19,Joe Hliboki,Bank of China - New York Branch,New York,Prospect,null,6/18/20,United States,null,0016000000Sv6qVAAR,NORTHEAST
7/24/19,Kyle Graves,"Baystate Health, Inc.",Massachusetts,Prospect,null,6/19/20,United States,null,0016000000Sv6qeAAB,NORTHEAST
null,Tyler Bush,Citi Prepaid Services,Pennsylvania,Prospect,null,3/13/20,United States,null,0016000000Sv6tEAAR,MIDWEST
7/15/20,Kyle Graves,Citizens Bank of Canada,RI,Prospect,null,6/6/19,USA,null,0016000000Sv6tFAAR,NORTHEAST
2/11/19,Joe Hliboki,Commerzbank Capital Markets Corporation,New York,Prospect,null,6/19/20,United States,null,0016000000Sv6tRAAR,NORTHEAST
5/12/14,Kyle Graves,Commonwealth Equity Services Inc.,MA,Prospect,null,6/6/19,USA,null,0016000000Sv6tSAAR,NORTHEAST
null,James Raspanti,Prudential Connecticut Realty,Connecticut,Prospect,null,6/18/20,United States,null,0016000000Sv75tAAB,NORTHEAST
2/21/20,James Raspanti,Terex Corporation,Connecticut,Prospect,null,6/19/20,United States,null,0016000000Sv78oAAB,NORTHEAST
4/30/20,Adam Swaney,Magellan Health Services Inc.,Arizona,Prospect,null,6/22/20,United States,null,0016000000Sv71xAAB,WEST
6/5/18,Joe Hliboki,Mercer Inc.,New York,Prospect,null,6/19/20,United States,null,0016000000Sv72GAAR,NORTHEAST
3/10/14,Joe Hliboki,"Millennium Partners, LP",New York,Prospect,null,6/18/20,United States,null,0016000000Sv733AAB,NORTHEAST
1/21/20,Kyle Graves,Dassault Systemes,Massachusetts,Prospect,null,6/19/20,United States,null,0016000000Sv6u6AAB,NORTHEAST
4/22/20,Christopher Marra,Moody's Corporation,New York,Prospect,null,6/19/20,United States,null,0016000000Sv73BAAR,NORTHEAST
7/27/18,Joe Hliboki,"Munich Reinsurance America, Inc.",New Jersey,Prospect,B - Possible project (within 3-9 mths),2/27/20,United States,null,0016000000Sv73LAAR,NORTHEAST
7/28/20,Christopher Marra,Mutual of America Life Insurance Company,New York,Prospect,null,7/2/20,United States,null,0016000000Sv73MAAR,NORTHEAST
1/9/20,Tyler Bush,"Mylan, Inc.",Pennsylvania,Prospect,C - General Interest (cont. to market),6/19/20,United States,null,0016000000Sv73PAAR,MIDWEST
7/28/20,Christopher Marra,National Football League,New York,Prospect,null,7/2/20,United States,null,0016000000Sv73TAAR,NORTHEAST
7/31/19,Joe Hliboki,The Metropolitan Transit Authority (MTA),New York,Ex-Customer,null,6/19/20,United States,null,0016000000Sv73fAAB,NORTHEAST
null,Joe Hliboki,Castle Ventures,New Jersey,Prospect,null,2/27/20,United States,null,0016000000SuqnEAAR,NORTHEAST
9/13/19,Jean-Noel Roncelli,Banque de France,�le-de-France,Prospect,null,6/19/20,France,null,0016000001BboFNAAZ,EMEA
null,Simon Brender,Kyobo HotTracks,null,Prospect,null,6/6/19,KOR,null,0016000000St98LAAR,APAC
7/29/20,Jean-Noel Roncelli,Bouygues Telecom,�le-de-France,Prospect,null,7/23/20,France,null,0016000001BboDRAAZ,EMEA
11/13/18,Tyler Bush,GE Aviation,Ohio,Ex-Customer,null,6/19/20,United States,null,0016000000StDr7AAF,MIDWEST
7/30/20,Ian Stocks,NRC,null,Prospect,null,7/29/20,Norway,null,0010z00001aZpOKAA0,EMEA
7/23/20,Youngae Kim,NRI SecureTechnologies,null,Prospect,null,7/29/20,null,null,0010z00001aZpQpAAK,null
null,Jean-Noel Roncelli,Auchan France,null,Prospect,null,6/19/20,France,null,0010z00001ZrpfuAAB,EMEA
null,Nishant Agarwal,LatBC,null,Partner,null,6/22/20,Mexico,null,0010z00001Zrxa6AAB,LATAM
6/22/20,Ian Stocks,Microsoft UAE,null,Prospective Partner,null,6/29/20,null,null,0010z00001ZruvNAAR,EMEA
10/17/19,Marilyn Von Hoenning,UnipolSai Assicurazioni SpA,null,Prospect,null,6/22/20,null,null,0010z00001Zs1ptAAB,EMEA
7/28/20,Shaunagh Roberts,Total Direct Energie,null,Prospect,null,7/26/20,null,null,0010z00001aZkpmAAC,null
7/28/20,Shaunagh Roberts,Total Direct Energie,null,Prospect,null,7/26/20,null,null,0010z00001aZkpnAAC,null
null,Shaunagh Roberts,Antalis,null,Prospect,null,7/26/20,null,null,0010z00001aZkpoAAC,null
null,Simon Brender,Z Corporation,null,Prospect,null,7/29/20,Japan,Japan,0010z00001aZoRIAA0,APAC
null,Jason Pearson,ServiceNow,California,Prospect,null,7/30/20,United States,null,0010z00001Zs4SoAAJ,WEST
null,Nishant Agarwal,Banco Industrial Guatemala,null,Prospect,null,6/24/20,null,null,0010z00001Zs4oNAAR,LATAM
null,Earnest Boo,Bangkok Bank PCL,null,Prospect,null,7/20/20,null,null,0010z00001aZe2aAAC,null
null,Earnest Boo,Bangkok Bank PCL,null,Prospect,null,7/20/20,null,null,0010z00001aZe2bAAC,null
null,Earnest Boo,Bangkok Bank PCL,null,Prospect,null,7/20/20,null,null,0010z00001aZe2cAAC,null
null,Adam Swaney,SkyWest,null,Prospect,null,6/22/20,United States,null,0010z00001Zs2t8AAB,WEST
null,Adam Swaney,Liberty Media,Arizona,Prospect,null,6/22/20,United States,null,0010z00001Zs2tSAAR,WEST
null,Adam Swaney,First Solar,Arizona,Prospect,null,6/22/20,United States,null,0010z00001Zs2tmAAB,WEST
null,Earnest Boo,Bangkok Bank PCL,null,Prospect,null,7/20/20,null,null,0010z00001aZe2ZAAS,null
null,Simon Brender,NN Life Insurance Company,null,Prospect,null,7/29/20,Japan,Japan,0010z00001aZoSMAA0,APAC
null,Simon Skinner,Novartis UK,null,Prospect,null,7/13/20,United Kingdom,null,0010z00001ZsdmGAAR,EMEA
7/13/20,Jason Pearson,Instacart,California,Prospect,null,7/23/20,United States,null,0010z00001Zset1AAB,WEST
null,Marilyn Von Hoenning,HelloFresh GmbH,null,Prospect,null,7/12/20,null,Germany,0010z00001aZS03AAG,EMEA
6/3/20,Tho Yeong Chien,Bank of Thailand,null,Prospect,null,7/30/20,Thailand,null,0010z00001aZSkCAAW,APAC
null,Marilyn Von Hoenning,Delivery Hero GmbH,null,Prospect,null,7/12/20,null,Germany,0010z00001aZS0DAAW,EMEA
null,Tho Yeong Chien,TMB Bank Public Company,null,Prospect,null,7/29/20,Thailand,null,0010z00001aZSljAAG,APAC
7/15/20,Youngae Kim,Salesforce,null,Prospect,null,7/29/20,null,null,0010z00001aZUEDAA4,APAC
7/14/20,Eric Wagasky,Gaine Solutions,null,Prospect,null,7/14/20,null,null,0010z00001aZV4LAAW,WEST
null,Hubspot Integration,"Trace3, Inc.",null,Prospect,null,7/14/20,null,null,0010z00001aZVNsAAO,null
null,James Raspanti,Apollo Global Management,New York,Prospect,null,7/15/20,United States,null,0010z00001aZXMnAAO,NORTHEAST
null,James Raspanti,"Lord, Abbett & Co.",New Jersey,Prospect,null,7/15/20,United States,null,0010z00001aZXMoAAO,NORTHEAST
null,Sonny Covington,Oncor Electric Delivery,null,Prospect,null,7/7/20,United States,null,0010z00001ZrcCFAAZ,WEST
6/22/20,Sonny Covington,Memorial Hermann Healthcare System,null,Prospect,null,6/19/20,United States,null,0010z00001ZrcMKAAZ,null
null,Sonny Covington,Gexa Energy,null,Prospect,null,7/7/20,United States,null,0010z00001ZrcCyAAJ,WEST
7/13/20,Jason Pearson,Google,California,Prospect,null,7/23/20,United States,null,0010z00001ZrVQkAAN,WEST
null,Sonny Covington,Kelsey-Seybold Medical,null,Prospect,null,6/19/20,United States,null,0010z00001ZrcLgAAJ,null
null,Shaunagh Roberts,Bet365,null,Prospect,null,6/2/20,null,United Kingdom of Great Britain and Northern Ireland,0010z00001ZrUrpAAF,EMEA
null,Kateryna Hvastovich,"Veracity Solutions, Inc.",null,Partner,null,7/14/20,null,null,0010z00001ZseGIAAZ,WEST
7/20/20,Tho Yeong Chien,Pernod Ricard APAC,null,Prospect,null,7/29/20,Hong Kong,null,0010z00001ZrUcVAAV,APAC
null,Gary Griffith,Nimbus Consulting,Maryland,Evaluation,null,6/9/20,United States,null,0010z00001ZrXZ2AAN,SOUTHEAST
7/28/20,Marilyn Von Hoenning,Bundesamt fuer Statistik (Federal Statistical Office),null,Partner/Customer,null,6/9/20,Switzerland,null,0010z00001ZrUwvAAF,EMEA
null,Sonny Covington,Houston Methodist,null,Prospect,null,6/19/20,United States,null,0010z00001ZrcNhAAJ,null
null,Sonny Covington,Tokio Marine HCC,null,Prospect,null,6/19/20,United States,null,0010z00001ZrcKJAAZ,null
null,Sonny Covington,Direct Energy,null,Prospect,null,7/7/20,United States,null,0010z00001ZrcA9AAJ,WEST
null,Sonny Covington,BMC Software,null,Prospect,null,6/19/20,United States,null,0010z00001ZrcI8AAJ,null
7/22/20,Adam Swaney,Freeport-McMoRan,Arizona,Prospect,null,6/22/20,United States,null,0010z00001ZrnJeAAJ,WEST
null,Adam Swaney,GoDaddy.com,Arizona,Prospect,null,6/19/20,United States,null,0010z00001ZrnKSAAZ,WEST
7/6/20,Tyler Bush,Safelite Glass,null,Prospect,null,6/19/20,United States,null,0010z00001ZrltdAAB,null
null,Simon Brender,Prudential Japan,null,Prospect,null,7/29/20,Japan,null,0010z00001aZoSkAAK,APAC
null,Hubspot Integration,Arris,null,Prospect,null,6/8/20,null,null,0010z00001Zrh4bAAB,null
null,Hubspot Integration,EAGLE-Net Alliance,null,Prospect,null,6/8/20,null,null,0010z00001Zrh4cAAB,null
null,Hubspot Integration,cebridgeus.com,null,Prospect,null,6/8/20,null,null,0010z00001Zrh4dAAB,null
null,Hubspot Integration,mediacommcc.com,null,Prospect,null,6/8/20,null,null,0010z00001Zrh4eAAB,null
7/22/20,Adam Swaney,Arizona Public Service Company,Arizona,Prospect,null,6/19/20,United States,null,0010z00001ZrnMdAAJ,WEST
null,Sonny Covington,Energy Transfer,null,Prospect,null,7/7/20,United States,null,0010z00001ZrgnpAAB,CENTRAL
null,Hubspot Integration,TEAVANA,null,Prospect,null,6/8/20,null,null,0010z00001Zrh2pAAB,null
null,Hubspot Integration,Dynamic Information Systems Corp.,null,Prospect,null,6/8/20,null,null,0010z00001Zrh4vAAB,null
null,Hubspot Integration,J.P. Morgan,null,Prospect,null,6/8/20,null,null,0010z00001Zrh4wAAB,null
null,Hubspot Integration,Oppenheimer Funds,null,Prospect,null,6/8/20,null,null,0010z00001Zrh4xAAB,null
null,Hubspot Integration,"Jones e-global library, Inc.",null,Prospect,null,6/8/20,null,null,0010z00001Zrh4gAAB,null
null,Hubspot Integration,Armstrong Group of Companies,null,Prospect,null,6/8/20,null,null,0010z00001ZrhFPAAZ,null
7/27/20,Kyle Graves,Canadian Institute for Health Information (CIHI),Ontario,Prospect,null,6/16/20,Canada,null,0010z00001ZrjwIAAR,NORTHEAST
6/10/20,Eric Wagasky,Coast Capital Savings,null,Prospect,null,6/10/20,null,null,0010z00001ZrkA5AAJ,WEST
7/28/20,Christopher Marra,PricewaterhouseCoopers LLP,null,Partner,null,7/29/20,null,null,0010z00001ZrmOlAAJ,APAC
null,Hubspot Integration,Insight Communications,null,Prospect,null,6/8/20,null,null,0010z00001Zrh4CAAR,null
null,Rebecca Privett,Blue Cross Blue Shield of Arkansas,null,Prospect,null,6/19/20,United States,null,0010z00001ZrhnyAAB,null
null,Hubspot Integration,We-Portal.com,null,Prospect,null,6/8/20,null,null,0010z00001Zrh2kAAB,null
null,Hubspot Integration,ebay,null,Prospect,null,6/8/20,null,null,0010z00001ZrhFFAAZ,null
null,Hubspot Integration,Mediacom Communications Corp.,null,Prospect,null,6/8/20,null,null,0010z00001Zrh2fAAB,null
null,Hubspot Integration,Northrop Grumman Corporation,null,Prospect,null,6/8/20,null,null,0010z00001Zrh3sAAB,null
null,Hubspot Integration,Openrange Communications,null,Prospect,null,6/8/20,null,null,0010z00001Zrh4lAAB,null
null,Hubspot Integration,redcable.com,null,Prospect,null,6/8/20,null,null,0010z00001Zrh4mAAB,null
null,Hubspot Integration,"TOA Technologies, Inc.",null,Prospect,null,6/8/20,null,null,0010z00001Zrh4nAAB,null
null,Hubspot Integration,Jones/NCTI,null,Prospect,null,6/8/20,null,null,0010z00001Zrh4oAAB,null
11/28/18,Hubspot Integration,CVS Health,null,Prospect,null,6/8/20,null,null,0010z00001ZrhFKAAZ,null
null,Hubspot Integration,American Paint Horse Association,null,Prospect,null,6/8/20,null,null,0010z00001Zrh4RAAR,null
null,Hubspot Integration,Wazee Digital,null,Prospect,null,6/8/20,null,null,0010z00001Zrh4SAAR,null
null,Hubspot Integration,Society of Cable Telecommunications Engineers Inc.,null,Prospect,null,6/8/20,null,null,0010z00001Zrh4WAAR,null
null,Hubspot Integration,Contec Holdings LLC,null,Prospect,null,6/8/20,null,null,0010z00001Zrh21AAB,null
null,Hubspot Integration,Directline Group,null,Prospect,null,6/8/20,null,null,0010z00001Zrh2zAAB,null
null,Rebecca Privett,Texas Children's Hospital,null,Prospect,null,6/19/20,United States,null,0010z00001ZrgqPAAR,null
null,Hubspot Integration,Mentis International Corp.,null,Prospect,null,6/8/20,null,null,0010z00001Zrh47AAB,null
null,Hubspot Integration,Universal Weather and Aviation,null,Prospect,null,6/8/20,null,null,0010z00001Zrh2uAAB,null
null,Hubspot Integration,hmrcaspire.com,null,Prospect,null,6/8/20,null,null,0010z00001Zrh55AAB,null
null,Hubspot Integration,Frederick Ross Co.,null,Prospect,null,6/8/20,null,null,0010z00001Zrh2aAAB,null
null,Hubspot Integration,Liberty Global plc,null,Prospect,null,6/8/20,null,null,0010z00001Zrh4qAAB,null
null,Hubspot Integration,Blue Cross Blue Shield Association,null,Prospect,null,6/8/20,null,null,0010z00001Zrh3jAAB,null
null,Hubspot Integration,"A.G. WASSENAAR, INC",null,Prospect,null,6/8/20,null,null,0010z00001Zrh3kAAB,null
null,Hubspot Integration,sunpharma,null,Prospect,null,6/8/20,null,null,0010z00001Zrh50AAB,null
null,Hubspot Integration,Sky Limited,null,Prospect,null,6/8/20,null,null,0010z00001Zrh1cAAB,null
null,Rebecca Privett,Amedisys,null,Prospect,null,6/19/20,United States,null,0010z00001Zrht8AAB,null
null,Rebecca Privett,Cybersoft Technologies,null,Prospect,null,6/19/20,United States,null,0010z00001Zrgr3AAB,null
null,Hubspot Integration,Westwind at Vail,null,Prospect,null,6/8/20,null,null,0010z00001Zrh3xAAB,null
null,Hubspot Integration,Barclays,null,Prospect,null,6/8/20,null,null,0010z00001Zrh1XAAR,null
null,Hubspot Integration,Time Warner Cable,null,Prospect,null,6/8/20,null,null,0010z00001Zrh4HAAR,null
null,Hubspot Integration,"National Cable Television Cooperative, Inc.",null,Prospect,null,6/8/20,null,null,0010z00001Zrh4IAAR,null
null,Hubspot Integration,"RCN Telecom Services, LLC",null,Prospect,null,6/8/20,null,null,0010z00001Zrh4JAAR,null
null,Rebecca Privett,ArcBest,null,Prospect,null,6/19/20,United States,null,0010z00001ZrhnFAAR,null
7/23/20,Alexander Ramm,Xing,null,Prospect,null,7/1/20,Germany,null,0010z00001ZrhxQAAR,EMEA
7/29/20,Simon Skinner,DETECH,null,Prospect,null,6/11/20,null,null,0010z00001ZrkooAAB,EMEA
null,Hubspot Integration,Expedia,null,Prospect,null,6/8/20,null,null,0010z00001Zrh1rAAB,null
null,Hubspot Integration,IQPC,null,Prospect,null,6/8/20,null,null,0010z00001Zrh4MAAR,null
7/20/20,Sonny Covington,Epsilon,Texas,Prospect,null,6/19/20,United States,null,0010z00001ZrnSvAAJ,WEST
7/28/20,Ian Stocks,Siren,null,Prospect,null,6/10/20,Ireland,null,0010z00001ZrjYaAAJ,EMEA
null,Hubspot Integration,Impact Telecom,null,Prospect,null,6/8/20,null,null,0010z00001Zrh42AAB,null
null,Shannon Kimball,ATB Financial,Alberta,Prospect,null,7/23/20,Canada,null,0010z00001ZrxbsAAB,WEST
null,Kyle Graves,Digital Federal Credit Union (DCU),Massachusetts,Prospect,null,6/18/20,United States,null,0010z00001Zrz5jAAB,NORTHEAST
null,Zachery Peters,"Duck Creek Technologies, Inc.",Missouri,Prospect,null,7/28/20,United States,null,0010z00001aZnZmAAK,CENTRAL
7/30/20,Hubspot Integration,PSCU,null,Prospect,null,7/30/20,null,null,0010z00001aZq94AAC,null
6/19/20,Tho Yeong Chien,PLDT,null,Prospect,null,7/29/20,Philippines,null,0010z00001ZrnytAAB,APAC
null,Jason Pearson,Marvell Semiconductor Inc,California,Prospect,null,7/20/20,United States,null,0010z00001aZde1AAC,WEST
null,Tho Yeong Chien,SC Ventures,null,Prospect,null,7/29/20,Singapore,null,0010z00001aZeY0AAK,APAC
null,Tho Yeong Chien,Bankers Association of the Philippines,null,Prospect,null,7/29/20,Philippines,null,0010z00001aZebgAAC,APAC
7/30/20,Gary Griffith,Chewy Inc,Florida,Prospect,null,7/28/20,United States,null,0010z00001aZgN4AAK,SOUTHEAST
null,Earnest Boo,TMB Bank PCL,null,Prospect,null,7/20/20,null,null,0010z00001aZe5KAAS,null
null,Earnest Boo,TMB Bank PCL,null,Prospect,null,7/20/20,null,null,0010z00001aZe5LAAS,null
null,Earnest Boo,TMB Bank PCL,null,Prospect,null,7/20/20,null,null,0010z00001aZe5MAAS,null
null,Earnest Boo,TMB Bank PCL,null,Prospect,null,7/20/20,null,null,0010z00001aZe5NAAS,null
null,Earnest Boo,TMB Bank PCL,null,Prospect,null,7/20/20,null,null,0010z00001aZe5OAAS,null
null,Earnest Boo,TMB Bank PCL,null,Prospect,null,7/20/20,null,null,0010z00001aZe5PAAS,null
null,Earnest Boo,TMB Bank PCL,null,Prospect,null,7/20/20,null,null,0010z00001aZe5QAAS,null
null,Earnest Boo,TMB Bank PCL,null,Prospect,null,7/20/20,null,null,0010z00001aZe5RAAS,null
null,Earnest Boo,TMB Bank PCL,null,Prospect,null,7/20/20,null,null,0010z00001aZe5SAAS,null
null,Earnest Boo,TMB Bank PCL,null,Prospect,null,7/20/20,null,null,0010z00001aZe5TAAS,null
null,Earnest Boo,TMB Bank PCL,null,Prospect,null,7/20/20,null,null,0010z00001aZe5UAAS,null
null,Earnest Boo,TMB Bank PCL,null,Prospect,null,7/20/20,null,null,0010z00001aZe5VAAS,null
null,Earnest Boo,TMB Bank PCL,null,Prospect,null,7/20/20,null,null,0010z00001aZe5WAAS,null
null,Earnest Boo,TMB Bank PCL,null,Prospect,null,7/20/20,null,null,0010z00001aZe5XAAS,null
null,Earnest Boo,TMB Bank PCL,null,Prospect,null,7/20/20,null,null,0010z00001aZe5YAAS,null
null,Earnest Boo,TMB Bank PCL,null,Prospect,null,7/20/20,null,null,0010z00001aZe5ZAAS,null
null,Earnest Boo,TMB Bank PCL,null,Prospect,null,7/20/20,null,null,0010z00001aZe5aAAC,null
null,Earnest Boo,TMB Bank PCL,null,Prospect,null,7/20/20,null,null,0010z00001aZe5bAAC,null
null,Earnest Boo,TMB Bank PCL,null,Prospect,null,7/20/20,null,null,0010z00001aZe5cAAC,null
null,Earnest Boo,TMB Bank PCL,null,Prospect,null,7/20/20,null,null,0010z00001aZe5dAAC,null
null,Earnest Boo,TMB Bank PCL,null,Prospect,null,7/20/20,null,null,0010z00001aZe5eAAC,null
6/29/20,Gary Griffith,Next Phase Solutions and Services,Maryland,Prospective Partner,null,7/21/20,United States,null,0010z00001aZfaoAAC,NORTHEAST
10/10/17,Sonny Covington,AA,Texas,Prospect,null,7/24/20,United States,null,0010z00001aZiCzAAK,WEST
7/24/19,Gary Griffith,Insight Global,Virginia,Prospect,null,7/24/20,United States,null,0010z00001aZiD0AAK,NORTHEAST
10/16/17,Sonny Covington,Loyalty Methods Inc,Texas,Prospect,null,7/24/20,United States,null,0010z00001aZiD1AAK,WEST
10/7/19,Sonny Covington,Alliant Group,Texas,Prospect,null,7/24/20,United States,null,0010z00001aZiD2AAK,WEST
1/22/18,Sonny Covington,"City of Austin, TX",Texas,Prospect,null,7/24/20,United States,null,0010z00001aZiD9AAK,WEST
7/1/19,Kyle Graves,Ministre de la Justice du Qubec,Quebec,Prospect,null,7/24/20,Canada,null,0010z00001aZiDAAA0,NORTHEAST
7/25/19,Kyle Graves,Farm Credit Canada,Saskatchewan,Prospect,null,7/24/20,Canada,null,0010z00001aZiDEAA0,NORTHEAST
null,Simon Brender,Orix Group,null,Prospect,null,7/29/20,Japan,Japan,0010z00001aZoQUAA0,APAC
null,Simon Brender,Mitsui & Co,null,Prospect,null,7/29/20,Japan,Japan,0010z00001aZoSLAA0,APAC
null,Zachery Peters,Mallinckrodt Inc,Missouri,Prospect,null,7/28/20,United States,null,0010z00001aZnYrAAK,CENTRAL
null,Shaunagh Roberts,Balfour Beatty PLC,null,Prospect,null,7/29/20,United Kingdom,null,0010z00001aZok9AAC,EMEA
7/29/20,Jean-Noel Roncelli,BANQUE CASINO,null,Prospect,null,7/28/20,France,null,0010z00001aZmopAAC,EMEA
null,Zachery Peters,Emerson Electric,Missouri,Prospect,null,7/28/20,United States,null,0010z00001aZnknAAC,CENTRAL
null,Shaunagh Roberts,Arup USA Inc,null,Prospect,null,7/29/20,United Kingdom,null,0010z00001aZolCAAS,EMEA
7/29/20,Ian Stocks,BCD Travel,null,Prospect,null,7/28/20,United Kingdom,null,0010z00001aZnAZAA0,EMEA
2/20/20,Kateryna Hvastovich,Datastreams,null,Prospective Partner,null,3/5/20,null,null,0010z00001SUs7wAAD,EMEA
2/20/20,Zachery Peters,Fishtech Group,Missouri,Prospect,null,7/24/20,United States,null,0010z00001SVdspAAD,CENTRAL
2/3/20,Gary Griffith,PRA Health Sciences,North Carolina,Prospect,null,6/19/20,United States,null,0010z00001SVCIXAA5,SOUTHEAST
null,Gary Griffith,Evolent Health,Virginia,Prospect,null,6/19/20,United States,null,0010z00001SWPJ3AAP,SOUTHEAST
12/3/19,Marilyn Von Hoenning,Sky Italia Srl,null,Prospect,null,3/27/20,Italy,null,0010z00001SUqjzAAD,EMEA
